Company Name,Ticker,Type,Stock Sector ,Industry Name ,Exchange ,FreeTrade,AJ Bell,Income Statement Investing,Balance Sheet Investing,Cash Flow Investing,Dividends Investing,Ratios Investing,Income Statement MorningStar,Balance Sheet MorningStar,Cash Flow MorningStar,Dividends MorningStar,Ratios MorningStar
BP PLC 9% PRF PERPETUAL GBP 1 - 2nd,,Stock,Energy,Oil & Gas Integrated,LSE,No,Yes,,,,,N/A,,,,,
Braemar Shipping Services PLC,BRMS,Stock,Industrials,Marine Shipping,LSE,No,Yes,https://uk.investing.com/equities/braemar-shipping-services-plc-income-statement,https://uk.investing.com/equities/braemar-shipping-services-plc-balance-sheet,https://uk.investing.com/equities/braemar-shipping-services-plc-cash-flow,https://uk.investing.com/equities/braemar-shipping-services-plc-dividends,https://uk.investing.com/equities/braemar-shipping-services-plc-ratios,,,,,
Braime Group PLC,,Stock,Industrials,Industrial Distribution,LSE,No,Yes,,,,,N/A,,,,,
Braime Group PLC Class A,,Stock,Industrials,Industrial Distribution,LSE,No,Yes,,,,,N/A,,,,,
Brand Architekts Group PLC,BARB,Stock,Consumer Defensive,Household & Personal Products,LSE,No,Yes,https://uk.investing.com/equities/swallowfield-plc-income-statement,https://uk.investing.com/equities/swallowfield-plc-balance-sheet,https://uk.investing.com/equities/swallowfield-plc-cash-flow,https://uk.investing.com/equities/swallowfield-plc-dividends,https://uk.investing.com/equities/swallowfield-plc-ratios,,,,,
Brave Bison Group PLC,BBSN,Stock,Communication Services,Internet Content & Information,LSE,No,Yes,https://uk.investing.com/equities/rightster-grp-income-statement,https://uk.investing.com/equities/rightster-grp-balance-sheet,https://uk.investing.com/equities/rightster-grp-cash-flow,https://uk.investing.com/equities/rightster-grp-dividends,https://uk.investing.com/equities/rightster-grp-ratios,,,,,
Braveheart Investment Group PLC,BRH,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/braveheart-investment-group-income-statement,https://uk.investing.com/equities/braveheart-investment-group-balance-sheet,https://uk.investing.com/equities/braveheart-investment-group-cash-flow,https://uk.investing.com/equities/braveheart-investment-group-dividends,https://uk.investing.com/equities/braveheart-investment-group-ratios,,,,,
Breedon Group PLC,BREE,Stock,Basic Materials,Building Materials,LSE,No,Yes,https://uk.investing.com/equities/breedon-aggregates-ltd-income-statement,https://uk.investing.com/equities/breedon-aggregates-ltd-balance-sheet,https://uk.investing.com/equities/breedon-aggregates-ltd-cash-flow,https://uk.investing.com/equities/breedon-aggregates-ltd-dividends,https://uk.investing.com/equities/breedon-aggregates-ltd-ratios,,,,,
Brewin Dolphin Holdings PLC,BRW,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/brewin-dolphin-holdings-income-statement,https://uk.investing.com/equities/brewin-dolphin-holdings-balance-sheet,https://uk.investing.com/equities/brewin-dolphin-holdings-cash-flow,https://uk.investing.com/equities/brewin-dolphin-holdings-dividends,https://uk.investing.com/equities/brewin-dolphin-holdings-ratios,,,,,
Brickability Group PLC Ordinary Shares,BRCK,Stock,Industrials,Industrial Distribution,LSE,No,Yes,https://uk.investing.com/equities/brickability-group-plc-income-statement,https://uk.investing.com/equities/brickability-group-plc-balance-sheet,https://uk.investing.com/equities/brickability-group-plc-cash-flow,https://uk.investing.com/equities/brickability-group-plc-dividends,https://uk.investing.com/equities/brickability-group-plc-ratios,,,,,
Brighton Pier Group (The) PLC,PIER,Stock,Consumer Cyclical,Restaurants,LSE,No,Yes,https://uk.investing.com/equities/eclectic-bar-gp-income-statement,https://uk.investing.com/equities/eclectic-bar-gp-balance-sheet,https://uk.investing.com/equities/eclectic-bar-gp-cash-flow,https://uk.investing.com/equities/eclectic-bar-gp-dividends,https://uk.investing.com/equities/eclectic-bar-gp-ratios,,,,,
Bristol & West PLC 8.125% PRF PERPETUAL GBP 1,BWS,Stock,Financial Services,Banks - Regional,LSE,No,Yes,https://uk.investing.com/equities/bristol-west-income-statement,https://uk.investing.com/equities/bristol-west-balance-sheet,https://uk.investing.com/equities/bristol-west-cash-flow,https://uk.investing.com/equities/bristol-west-dividends,https://uk.investing.com/equities/bristol-west-ratios,,,,,
Bristol Water PLC 8.75% PRF IRR GBP 1,BTW,Stock,Utilities,Utilities - Regulated Water,LSE,No,Yes,https://uk.investing.com/equities/bristol-water-prf-income-statement,https://uk.investing.com/equities/bristol-water-prf-balance-sheet,https://uk.investing.com/equities/bristol-water-prf-cash-flow,https://uk.investing.com/equities/bristol-water-prf-dividends,https://uk.investing.com/equities/bristol-water-prf-ratios,,,,,
British American Tobacco PLC,BATS,Stock,Consumer Defensive,Tobacco,LSE,No,Yes,https://uk.investing.com/equities/british-american-tobacco-income-statement,https://uk.investing.com/equities/british-american-tobacco-balance-sheet,https://uk.investing.com/equities/british-american-tobacco-cash-flow,https://uk.investing.com/equities/british-american-tobacco-dividends,https://uk.investing.com/equities/british-american-tobacco-ratios,,,,,
British Land Co PLC,BLND,Stock,Real Estate,REIT - Retail,LSE,No,Yes,https://uk.investing.com/equities/british-land-income-statement,https://uk.investing.com/equities/british-land-balance-sheet,https://uk.investing.com/equities/british-land-cash-flow,https://uk.investing.com/equities/british-land-dividends,https://uk.investing.com/equities/british-land-ratios,,,,,
Britvic PLC,BVIC,Stock,Consumer Defensive,Beverages - Non-Alcoholic,LSE,No,Yes,https://uk.investing.com/equities/britvic-income-statement,https://uk.investing.com/equities/britvic-balance-sheet,https://uk.investing.com/equities/britvic-cash-flow,https://uk.investing.com/equities/britvic-dividends,https://uk.investing.com/equities/britvic-ratios,,,,,
Brooks Macdonald Group PLC,BRK,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/brooks-macdonald-group-plc-income-statement,https://uk.investing.com/equities/brooks-macdonald-group-plc-balance-sheet,https://uk.investing.com/equities/brooks-macdonald-group-plc-cash-flow,https://uk.investing.com/equities/brooks-macdonald-group-plc-dividends,https://uk.investing.com/equities/brooks-macdonald-group-plc-ratios,,,,,
Brown (N) Group PLC,BWNG,Stock,Consumer Cyclical,Internet Retail,LSE,No,Yes,https://uk.investing.com/equities/brown-group-income-statement,https://uk.investing.com/equities/brown-group-balance-sheet,https://uk.investing.com/equities/brown-group-cash-flow,https://uk.investing.com/equities/brown-group-dividends,https://uk.investing.com/equities/brown-group-ratios,,,,,
Brunner Investment Trust (The) PLC 5 % Cum.Pref.Shs,BUT,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/brunner-inv-trust-income-statement,https://uk.investing.com/equities/brunner-inv-trust-balance-sheet,https://uk.investing.com/equities/brunner-inv-trust-cash-flow,https://uk.investing.com/equities/brunner-inv-trust-dividends,https://uk.investing.com/equities/brunner-inv-trust-ratios,,,,,
BSD Crown Ltd,BSDB,Stock,Consumer Defensive,Food Distribution,LSE,No,Yes,https://uk.investing.com/equities/emblaze-income-statement,https://uk.investing.com/equities/emblaze-balance-sheet,https://uk.investing.com/equities/emblaze-cash-flow,https://uk.investing.com/equities/emblaze-dividends,https://uk.investing.com/equities/emblaze-ratios,,,,,
BSF Enterprise PLC,,Stock,Financial Services,Asset Management,LSE,No,Yes,,,,,N/A,,,,,
BT Group PLC,BT,Stock,Communication Services,Telecom Services,LSE,Yes,Yes,https://uk.investing.com/equities/bt-group-income-statement,https://uk.investing.com/equities/bt-group-balance-sheet,https://uk.investing.com/equities/bt-group-cash-flow,https://uk.investing.com/equities/bt-group-dividends,https://uk.investing.com/equities/bt-group-ratios,,,,,
Bunzl PLC,BNZL,Stock,Consumer Defensive,Food Distribution,LSE,Yes,Yes,https://uk.investing.com/equities/bunzl-income-statement,https://uk.investing.com/equities/bunzl-balance-sheet,https://uk.investing.com/equities/bunzl-cash-flow,https://uk.investing.com/equities/bunzl-dividends,https://uk.investing.com/equities/bunzl-ratios,,,,,
Burberry Group PLC,BRBY,Stock,Consumer Cyclical,Luxury Goods,LSE,Yes,Yes,https://uk.investing.com/equities/burberry-income-statement,https://uk.investing.com/equities/burberry-balance-sheet,https://uk.investing.com/equities/burberry-cash-flow,https://uk.investing.com/equities/burberry-dividends,https://uk.investing.com/equities/burberry-ratios,,,,,
Burford Capital Ltd,BURF,Stock,Financial Services,Asset Management,LSE,Yes,Yes,https://uk.investing.com/equities/burford-capital-ltd-income-statement,https://uk.investing.com/equities/burford-capital-ltd-balance-sheet,https://uk.investing.com/equities/burford-capital-ltd-cash-flow,https://uk.investing.com/equities/burford-capital-ltd-dividends,https://uk.investing.com/equities/burford-capital-ltd-ratios,,,,,
Bushveld Minerals Ltd,BMNB,Stock,Basic Materials,Other Industrial Metals & Mining,LSE,Yes,Yes,https://uk.investing.com/equities/bushveld-minerals-ltd-income-statement,https://uk.investing.com/equities/bushveld-minerals-ltd-balance-sheet,https://uk.investing.com/equities/bushveld-minerals-ltd-cash-flow,https://uk.investing.com/equities/bushveld-minerals-ltd-dividends,https://uk.investing.com/equities/bushveld-minerals-ltd-ratios,,,,,
Byblos Bank SAL ADR,,Stock,Financial Services,Banks - Regional,LSE,No,Yes,,,,,N/A,,,,,
Byotrol PLC,BYOT,Stock,Consumer Defensive,Household & Personal Products,LSE,No,Yes,https://uk.investing.com/equities/byotrol-plc-income-statement,https://uk.investing.com/equities/byotrol-plc-balance-sheet,https://uk.investing.com/equities/byotrol-plc-cash-flow,https://uk.investing.com/equities/byotrol-plc-dividends,https://uk.investing.com/equities/byotrol-plc-ratios,,,,,
C&C Group PLC,GCC,Stock,Consumer Defensive,Beverages - Brewers,LSE,Yes,Yes,https://uk.investing.com/equities/c-c-group-income-statement,https://uk.investing.com/equities/c-c-group-balance-sheet,https://uk.investing.com/equities/c-c-group-cash-flow,https://uk.investing.com/equities/c-c-group-dividends,https://uk.investing.com/equities/c-c-group-ratios,,,,,
C4X Discovery Holdings PLC,C4XD,Stock,Healthcare,Biotechnology,LSE,No,Yes,https://uk.investing.com/equities/c4x-discovery-holdings-plc-income-statement,https://uk.investing.com/equities/c4x-discovery-holdings-plc-balance-sheet,https://uk.investing.com/equities/c4x-discovery-holdings-plc-cash-flow,https://uk.investing.com/equities/c4x-discovery-holdings-plc-dividends,https://uk.investing.com/equities/c4x-discovery-holdings-plc-ratios,,,,,
Cadence Minerals PLC,KDNC,Stock,Basic Materials,Other Industrial Metals & Mining,LSE,No,Yes,https://uk.investing.com/equities/rare-earth-minerals-plc-income-statement,https://uk.investing.com/equities/rare-earth-minerals-plc-balance-sheet,https://uk.investing.com/equities/rare-earth-minerals-plc-cash-flow,https://uk.investing.com/equities/rare-earth-minerals-plc-dividends,https://uk.investing.com/equities/rare-earth-minerals-plc-ratios,,,,,
Cadogan Petroleum PLC,CADP,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/cadogan-petroleum-exch-income-statement,https://uk.investing.com/equities/cadogan-petroleum-exch-balance-sheet,https://uk.investing.com/equities/cadogan-petroleum-exch-cash-flow,https://uk.investing.com/equities/cadogan-petroleum-exch-dividends,https://uk.investing.com/equities/cadogan-petroleum-exch-ratios,,,,,
Caffyns PLC,CFYN,Stock,Consumer Cyclical,Auto & Truck Dealerships,LSE,No,Yes,https://uk.investing.com/equities/caffyns-plc-income-statement,https://uk.investing.com/equities/caffyns-plc-balance-sheet,https://uk.investing.com/equities/caffyns-plc-cash-flow,https://uk.investing.com/equities/caffyns-plc-dividends,https://uk.investing.com/equities/caffyns-plc-ratios,,,,,
Caffyns PLC 11% PRF PERPETUAL GBP 1 - 11%,,Stock,Consumer Cyclical,Auto & Truck Dealerships,LSE,No,Yes,,,,,N/A,,,,,
Caffyns PLC 7% PRF PERPETUAL GBP 1 - 1St Preference,,Stock,Consumer Cyclical,Auto & Truck Dealerships,LSE,No,Yes,,,,,N/A,,,,,
Cairn Energy PLC,CNE,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/cairn-energy-income-statement,https://uk.investing.com/equities/cairn-energy-balance-sheet,https://uk.investing.com/equities/cairn-energy-cash-flow,https://uk.investing.com/equities/cairn-energy-dividends,https://uk.investing.com/equities/cairn-energy-ratios,,,,,
Cairn Homes PLC,CRN,Stock,Consumer Cyclical,Residential Construction,LSE,No,Yes,https://uk.investing.com/equities/cairn-homes-plc-income-statement,https://uk.investing.com/equities/cairn-homes-plc-balance-sheet,https://uk.investing.com/equities/cairn-homes-plc-cash-flow,https://uk.investing.com/equities/cairn-homes-plc-dividends,https://uk.investing.com/equities/cairn-homes-plc-ratios,,,,,
Cake Box Holdings PLC Ordinary Shares,CBOX,Stock,Consumer Defensive,Grocery Stores,LSE,No,Yes,https://uk.investing.com/equities/cake-box-holdings-income-statement,https://uk.investing.com/equities/cake-box-holdings-balance-sheet,https://uk.investing.com/equities/cake-box-holdings-cash-flow,https://uk.investing.com/equities/cake-box-holdings-dividends,https://uk.investing.com/equities/cake-box-holdings-ratios,,,,,
Caledonian Trust PLC,CNN,Stock,Real Estate,Real Estate Services,LSE,No,Yes,https://uk.investing.com/equities/caledonian-trust-plc-income-statement,https://uk.investing.com/equities/caledonian-trust-plc-balance-sheet,https://uk.investing.com/equities/caledonian-trust-plc-cash-flow,https://uk.investing.com/equities/caledonian-trust-plc-dividends,https://uk.investing.com/equities/caledonian-trust-plc-ratios,,,,,
Calisen PLC Ordinary Shares,CLSN,Stock,Industrials,Electrical Equipment & Parts,LSE,No,Yes,https://uk.investing.com/equities/calisen-plc-income-statement,https://uk.investing.com/equities/calisen-plc-balance-sheet,https://uk.investing.com/equities/calisen-plc-cash-flow,https://uk.investing.com/equities/calisen-plc-dividends,https://uk.investing.com/equities/calisen-plc-ratios,,,,,
Cambria Africa PLC,CMBC,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/cambria-africa-plc-income-statement,https://uk.investing.com/equities/cambria-africa-plc-balance-sheet,https://uk.investing.com/equities/cambria-africa-plc-cash-flow,https://uk.investing.com/equities/cambria-africa-plc-dividends,https://uk.investing.com/equities/cambria-africa-plc-ratios,,,,,
Cambria Automobiles PLC,CAMBA,Stock,Consumer Cyclical,Auto & Truck Dealerships,LSE,No,Yes,https://uk.investing.com/equities/cambria-automobile-income-statement,https://uk.investing.com/equities/cambria-automobile-balance-sheet,https://uk.investing.com/equities/cambria-automobile-cash-flow,https://uk.investing.com/equities/cambria-automobile-dividends,https://uk.investing.com/equities/cambria-automobile-ratios,,,,,
Cambridge Cognition Holdings PLC,COGC,Stock,Healthcare,Health Information Services,LSE,No,Yes,https://uk.investing.com/equities/cambridge-cognition-holdings-income-statement,https://uk.investing.com/equities/cambridge-cognition-holdings-balance-sheet,https://uk.investing.com/equities/cambridge-cognition-holdings-cash-flow,https://uk.investing.com/equities/cambridge-cognition-holdings-dividends,https://uk.investing.com/equities/cambridge-cognition-holdings-ratios,,,,,
Camellia PLC,CAME,Stock,Consumer Defensive,Farm Products,LSE,No,Yes,https://uk.investing.com/equities/camellia-income-statement,https://uk.investing.com/equities/camellia-balance-sheet,https://uk.investing.com/equities/camellia-cash-flow,https://uk.investing.com/equities/camellia-dividends,https://uk.investing.com/equities/camellia-ratios,,,,,
CAP-XX Ltd,CAPX,Stock,Technology,Electronic Components,LSE,No,Yes,https://uk.investing.com/equities/cap-xx-income-statement,https://uk.investing.com/equities/cap-xx-balance-sheet,https://uk.investing.com/equities/cap-xx-cash-flow,https://uk.investing.com/equities/cap-xx-dividends,https://uk.investing.com/equities/cap-xx-ratios,,,,,
Capita PLC,CPI,Stock,Industrials,Specialty Business Services,LSE,No,Yes,https://uk.investing.com/equities/capita-group-income-statement,https://uk.investing.com/equities/capita-group-balance-sheet,https://uk.investing.com/equities/capita-group-cash-flow,https://uk.investing.com/equities/capita-group-dividends,https://uk.investing.com/equities/capita-group-ratios,,,,,
Capital & Counties Properties PLC,CAPCC,Stock,Real Estate,REIT - Retail,LSE,No,Yes,https://uk.investing.com/equities/capital---counties-properties-income-statement,https://uk.investing.com/equities/capital---counties-properties-balance-sheet,https://uk.investing.com/equities/capital---counties-properties-cash-flow,https://uk.investing.com/equities/capital---counties-properties-dividends,https://uk.investing.com/equities/capital---counties-properties-ratios,,,,,
Capital & Regional PLC,,Stock,Real Estate,REIT - Retail,LSE,No,Yes,,,,,N/A,,,,,
Capital Ltd,,Stock,Basic Materials,Other Industrial Metals & Mining,LSE,No,Yes,,,,,N/A,,,,,
Carclo PLC,C1Y,Stock,Consumer Cyclical,Auto Parts,LSE,No,Yes,https://uk.investing.com/equities/carclo-plc-income-statement,https://uk.investing.com/equities/carclo-plc-balance-sheet,https://uk.investing.com/equities/carclo-plc-cash-flow,https://uk.investing.com/equities/carclo-plc-dividends,https://uk.investing.com/equities/carclo-plc-ratios,,,,,
Card Factory PLC,CARD,Stock,Consumer Cyclical,Specialty Retail,LSE,Yes,Yes,https://uk.investing.com/equities/card-factor-income-statement,https://uk.investing.com/equities/card-factor-balance-sheet,https://uk.investing.com/equities/card-factor-cash-flow,https://uk.investing.com/equities/card-factor-dividends,https://uk.investing.com/equities/card-factor-ratios,,,,,
Cardiff Property (The) PLC,CDFF,Stock,Real Estate,Real Estate - Development,LSE,No,Yes,https://uk.investing.com/equities/cardiff-property-plc-income-statement,https://uk.investing.com/equities/cardiff-property-plc-balance-sheet,https://uk.investing.com/equities/cardiff-property-plc-cash-flow,https://uk.investing.com/equities/cardiff-property-plc-dividends,https://uk.investing.com/equities/cardiff-property-plc-ratios,,,,,
CareTech Holdings PLC,CTH,Stock,Healthcare,Medical Care Facilities,LSE,No,Yes,https://uk.investing.com/equities/caretech-hldg-income-statement,https://uk.investing.com/equities/caretech-hldg-balance-sheet,https://uk.investing.com/equities/caretech-hldg-cash-flow,https://uk.investing.com/equities/caretech-hldg-dividends,https://uk.investing.com/equities/caretech-hldg-ratios,,,,,
Caribbean Investment Holdings Ltd,CIHL,Stock,Financial Services,Banks - Regional,LSE,No,Yes,https://uk.investing.com/equities/bcb-holdings-ltd-income-statement,https://uk.investing.com/equities/bcb-holdings-ltd-balance-sheet,https://uk.investing.com/equities/bcb-holdings-ltd-cash-flow,https://uk.investing.com/equities/bcb-holdings-ltd-dividends,https://uk.investing.com/equities/bcb-holdings-ltd-ratios,,,,,
Carillion PLC,CLLN,Stock,Industrials,Engineering & Construction,LSE,No,Yes,https://uk.investing.com/equities/carillion-income-statement,https://uk.investing.com/equities/carillion-balance-sheet,https://uk.investing.com/equities/carillion-cash-flow,https://uk.investing.com/equities/carillion-dividends,https://uk.investing.com/equities/carillion-ratios,,,,,
Carnival PLC,CCL,Stock,Consumer Cyclical,Leisure,LSE,Yes,Yes,https://uk.investing.com/equities/carnival-corporation-income-statement,https://uk.investing.com/equities/carnival-corporation-balance-sheet,https://uk.investing.com/equities/carnival-corporation-cash-flow,https://uk.investing.com/equities/carnival-corporation-dividends,https://uk.investing.com/equities/carnival-corporation-ratios,,,,,
Carr's Group PLC,CARR,Stock,Consumer Defensive,Farm Products,LSE,No,Yes,https://uk.investing.com/equities/carrs-milling-industries-income-statement,https://uk.investing.com/equities/carrs-milling-industries-balance-sheet,https://uk.investing.com/equities/carrs-milling-industries-cash-flow,https://uk.investing.com/equities/carrs-milling-industries-dividends,https://uk.investing.com/equities/carrs-milling-industries-ratios,,,,,
Caspian Sunrise PLC,CASP,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/roxi-petroleum-plc-income-statement,https://uk.investing.com/equities/roxi-petroleum-plc-balance-sheet,https://uk.investing.com/equities/roxi-petroleum-plc-cash-flow,https://uk.investing.com/equities/roxi-petroleum-plc-dividends,https://uk.investing.com/equities/roxi-petroleum-plc-ratios,,,,,
Castings PLC,CGS,Stock,Industrials,Specialty Industrial Machinery,LSE,No,Yes,https://uk.investing.com/equities/castings-plc-income-statement,https://uk.investing.com/equities/castings-plc-balance-sheet,https://uk.investing.com/equities/castings-plc-cash-flow,https://uk.investing.com/equities/castings-plc-dividends,https://uk.investing.com/equities/castings-plc-ratios,,,,,
Catalyst Media Group PLC,CMX,Stock,Consumer Cyclical,Gambling,LSE,No,Yes,https://uk.investing.com/equities/catalyst-media-group-plc-income-statement,https://uk.investing.com/equities/catalyst-media-group-plc-balance-sheet,https://uk.investing.com/equities/catalyst-media-group-plc-cash-flow,https://uk.investing.com/equities/catalyst-media-group-plc-dividends,https://uk.investing.com/equities/catalyst-media-group-plc-ratios,,,,,
Catena Group PLC,,Stock,Financial Services,Asset Management,LSE,No,Yes,,,,,N/A,,,,,
Catenae Innovation PLC,CTEA,Stock,Technology,Software - Infrastructure,LSE,No,Yes,https://uk.investing.com/equities/milestone-group-income-statement,https://uk.investing.com/equities/milestone-group-balance-sheet,https://uk.investing.com/equities/milestone-group-cash-flow,https://uk.investing.com/equities/milestone-group-dividends,https://uk.investing.com/equities/milestone-group-ratios,,,,,
Cathay Financial Holding Co Ltd GDR,,Stock,Financial Services,Insurance - Life,LSE,No,Yes,,,,,N/A,,,,,
Cathay International Holdings Ltd,CTI,Stock,Healthcare,Drug Manufacturers - General,LSE,No,Yes,https://uk.investing.com/equities/cathay-international-holdings-income-statement,https://uk.investing.com/equities/cathay-international-holdings-balance-sheet,https://uk.investing.com/equities/cathay-international-holdings-cash-flow,https://uk.investing.com/equities/cathay-international-holdings-dividends,https://uk.investing.com/equities/cathay-international-holdings-ratios,,,,,
Cello Health PLC,,Stock,Communication Services,Advertising Agencies,LSE,No,Yes,,,,,N/A,,,,,
Celtic PLC,CCP,Stock,Consumer Cyclical,Leisure,LSE,No,Yes,https://uk.investing.com/equities/celtic-plc-income-statement,https://uk.investing.com/equities/celtic-plc-balance-sheet,https://uk.investing.com/equities/celtic-plc-cash-flow,https://uk.investing.com/equities/celtic-plc-dividends,https://uk.investing.com/equities/celtic-plc-ratios,,,,,
Celtic PLC 6% Pref.Shs Convertible,,Stock,Consumer Cyclical,Leisure,LSE,No,Yes,,,,,N/A,,,,,
Celtic PLC Conv.Pref.Shs,,Stock,Consumer Cyclical,Leisure,LSE,No,Yes,,,,,N/A,,,,,
Cenkos Securities PLC,CNKS,Stock,Financial Services,Capital Markets,LSE,No,Yes,https://uk.investing.com/equities/cenkos-securities-plc-income-statement,https://uk.investing.com/equities/cenkos-securities-plc-balance-sheet,https://uk.investing.com/equities/cenkos-securities-plc-cash-flow,https://uk.investing.com/equities/cenkos-securities-plc-dividends,https://uk.investing.com/equities/cenkos-securities-plc-ratios,,,,,
Centamin PLC,CEY,Stock,Basic Materials,Gold,LSE,No,Yes,https://uk.investing.com/equities/centamin-egypt-income-statement,https://uk.investing.com/equities/centamin-egypt-balance-sheet,https://uk.investing.com/equities/centamin-egypt-cash-flow,https://uk.investing.com/equities/centamin-egypt-dividends,https://uk.investing.com/equities/centamin-egypt-ratios,,,,,
Centaur Media PLC,CAU,Stock,Communication Services,Advertising Agencies,LSE,No,Yes,https://uk.investing.com/equities/centaur-media-plc-income-statement,https://uk.investing.com/equities/centaur-media-plc-balance-sheet,https://uk.investing.com/equities/centaur-media-plc-cash-flow,https://uk.investing.com/equities/centaur-media-plc-dividends,https://uk.investing.com/equities/centaur-media-plc-ratios,,,,,
Central Asia Metals PLC,CAML,Stock,Basic Materials,Copper,LSE,No,Yes,https://uk.investing.com/equities/central-asia-metals-plc-income-statement,https://uk.investing.com/equities/central-asia-metals-plc-balance-sheet,https://uk.investing.com/equities/central-asia-metals-plc-cash-flow,https://uk.investing.com/equities/central-asia-metals-plc-dividends,https://uk.investing.com/equities/central-asia-metals-plc-ratios,,,,,
CentralNic Group PLC,CNIC,Stock,Communication Services,Internet Content & Information,LSE,No,Yes,https://uk.investing.com/equities/centralnic-group-plc-income-statement,https://uk.investing.com/equities/centralnic-group-plc-balance-sheet,https://uk.investing.com/equities/centralnic-group-plc-cash-flow,https://uk.investing.com/equities/centralnic-group-plc-dividends,https://uk.investing.com/equities/centralnic-group-plc-ratios,,,,,
Centrica PLC,CNA,Stock,Utilities,Utilities - Diversified,LSE,No,Yes,https://uk.investing.com/equities/centrica-income-statement,https://uk.investing.com/equities/centrica-balance-sheet,https://uk.investing.com/equities/centrica-cash-flow,https://uk.investing.com/equities/centrica-dividends,https://uk.investing.com/equities/centrica-ratios,,,,,
CEPS PLC,CEPS,Stock,Industrials,Specialty Business Services,LSE,No,Yes,https://uk.investing.com/equities/ceps-income-statement,https://uk.investing.com/equities/ceps-balance-sheet,https://uk.investing.com/equities/ceps-cash-flow,https://uk.investing.com/equities/ceps-dividends,https://uk.investing.com/equities/ceps-ratios,,,,,
Ceres Power Holdings PLC,CWR,Stock,Industrials,Electrical Equipment & Parts,LSE,No,Yes,https://uk.investing.com/equities/ceres-power-holdings-income-statement,https://uk.investing.com/equities/ceres-power-holdings-balance-sheet,https://uk.investing.com/equities/ceres-power-holdings-cash-flow,https://uk.investing.com/equities/ceres-power-holdings-dividends,https://uk.investing.com/equities/ceres-power-holdings-ratios,,,,,
Cerillion PLC,CER,Stock,Technology,Software - Application,LSE,No,Yes,https://uk.investing.com/equities/cerillion-plc-income-statement,https://uk.investing.com/equities/cerillion-plc-balance-sheet,https://uk.investing.com/equities/cerillion-plc-cash-flow,https://uk.investing.com/equities/cerillion-plc-dividends,https://uk.investing.com/equities/cerillion-plc-ratios,,,,,
CG Power & Industrial Solutions Ltd GDR,,Stock,Industrials,Electrical Equipment & Parts,LSE,No,Yes,,,,,N/A,,,,,
Chaarat Gold Holdings Ltd,CGH,Stock,Basic Materials,Gold,LSE,No,Yes,https://uk.investing.com/equities/chaarat-gold-holdings-income-statement,https://uk.investing.com/equities/chaarat-gold-holdings-balance-sheet,https://uk.investing.com/equities/chaarat-gold-holdings-cash-flow,https://uk.investing.com/equities/chaarat-gold-holdings-dividends,https://uk.investing.com/equities/chaarat-gold-holdings-ratios,,,,,
Challenger Acquisitions Ltd,CHAL,Stock,Financial Services,Shell Companies,LSE,No,Yes,https://uk.investing.com/equities/challenger-acquisitions-ltd-income-statement,https://uk.investing.com/equities/challenger-acquisitions-ltd-balance-sheet,https://uk.investing.com/equities/challenger-acquisitions-ltd-cash-flow,https://uk.investing.com/equities/challenger-acquisitions-ltd-dividends,https://uk.investing.com/equities/challenger-acquisitions-ltd-ratios,,,,,
Chamberlin PLC,CMH,Stock,Industrials,Specialty Industrial Machinery,LSE,No,Yes,https://uk.investing.com/equities/chamberlin-plc-income-statement,https://uk.investing.com/equities/chamberlin-plc-balance-sheet,https://uk.investing.com/equities/chamberlin-plc-cash-flow,https://uk.investing.com/equities/chamberlin-plc-dividends,https://uk.investing.com/equities/chamberlin-plc-ratios,,,,,
Character Group (The) PLC,CCT,Stock,Consumer Cyclical,Leisure,LSE,No,Yes,https://uk.investing.com/equities/character-group-plc-income-statement,https://uk.investing.com/equities/character-group-plc-balance-sheet,https://uk.investing.com/equities/character-group-plc-cash-flow,https://uk.investing.com/equities/character-group-plc-dividends,https://uk.investing.com/equities/character-group-plc-ratios,,,,,
Chariot Oil & Gas Ltd,CHAR,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/chariot-oil---gas-income-statement,https://uk.investing.com/equities/chariot-oil---gas-balance-sheet,https://uk.investing.com/equities/chariot-oil---gas-cash-flow,https://uk.investing.com/equities/chariot-oil---gas-dividends,https://uk.investing.com/equities/chariot-oil---gas-ratios,,,,,
Charles Stanley Group PLC,CAY,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/charles-stanley-group-plc-income-statement,https://uk.investing.com/equities/charles-stanley-group-plc-balance-sheet,https://uk.investing.com/equities/charles-stanley-group-plc-cash-flow,https://uk.investing.com/equities/charles-stanley-group-plc-dividends,https://uk.investing.com/equities/charles-stanley-group-plc-ratios,,,,,
